director_id,name
1160154103,Joel Hershman
1160534788,Richie Keen
1161130236,Nick Guthe
1161923952,James Cameron
1162785772,Bruce Lee
1162880583,Rebecca Miller
1164194811,Karen Moncrieff
1164511368,Jon Kasdan
1165726418,Nicholas Mastandrea
1168278502,Zhang Yang
1168683059,Shane Abbess
1169853799,Michael Gordon
1169977034,Ruben Östlund
1171862011,Matthew Bright
1172065993,Claude Sautet
1173901645,Norman Ferguson
1174184514,Peter Bogdanovich
1174808752,Ferzan Özpetek
1174946919,Kevin Greutert
1177307768,John Gray
1177498667,Harry Sinclair
1179882128,Euros Lyn
1182178923,Bill Jones
1182207308,Ralph Fiennes
1182310529,Hal Ashby
1182447874,Daniel Karslake
1183760764,Robert Guédiguian
1184740119,George Ratliff
1184790487,Ari Sandel
1186788924,Ugo Gregoretti
1186942896,Michael Mayhew
1187904704,James Cox
1188199421,George Marshall
1188403243,Craig Gillespie
1188730915,Jimmy Hayward
1188949966,Clint Eastwood
1189257361,Michael Radford
1189463864,Peter Chelsom
1190776127,Bryan Bertino
1190797518,Jack Hazan
1191047137,Richard Marquand
1191615111,Mélanie Laurent
1191807226,Augusto Caminito
1191998399,Jon Jones
1192221632,David Bruckner
1193765531,Michael Caton-Jones
1193822804,Masahiro Hosoda
1196103730,Ramón Menéndez
1196435261,John Maclean
1196515480,Jacques Demy
1196847759,Ettore Scola
1196880627,Mike Clattenburg
1197222520,Matt Maiellaro
1198178000,Graeme Harper
1198251781,Joe Cornish
1199242894,Christopher Kenneally
1203074556,Kelly Nyks
1205216261,Espen Sandberg
1205299366,Paul Verhoeven
1205871629,Goran Dukić
1207441347,Joe Camp
1207599651,Menahem Golan
1208356507,Lisa Cholodenko
1209092283,Lauren Lazin
1210044232,Ariel Kleiman
1210642574,Ronna Gradus
1211751842,Paul Glickler
1213268445,David Webb Peoples
1213817278,Bertrand Blier
1213819962,Robert Redford
1214253082,Gerard Stembridge
1214579047,Charles Barton
1214658937,Nicolas Gessner
1214715203,Shekhar Kapur
1215677291,Emma-Kate Croghan
1216941343,Barbara Kopple
1217289709,Michael C. Martin
1217755382,Joseph Francis
1218032200,Ralph Bakshi
1218957631,Hideo Gosha
1225627042,Laura Poitras
1225965703,Bryan Forbes
1226044565,Ellen Giffard
1226801544,Raymond De Felitta
1227490170,Sylvain White
1227746499,Charlie Peters
1227829913,John Sturges
1227872588,Cal Brunker
1229148819,Irving Cummings
1229560830,Steven Spielberg
1229621550,George Miller
1229737161,Ted Demme
1230835001,Preston Sturges
1231413437,Antonio Banderas
1232115717,Ilya Naishuller
1232898400,Yoshifumi Kondo
1233091278,Henry Jaglom
1234198421,Caveh Zahedi
1234821536,Tony Ching Siu-Tung
1234976548,Kevin Donovan
1236678399,Robert Ben Garant
1238285814,Rolf Schübel
1239018716,Griffin Dunne
1240165389,Sergio Corbucci
1240835574,Spike Lee
1243851484,John Warren
1244870606,Fred Niblo
1246402220,W.C. Fields
1247411787,Jay Chapman
1247453509,Jayne Loader
1249642720,Brian James O'Connell
1251578575,Lee Seung-moo
1252367827,Stuart Townsend
1254218595,Mark L. Lester
1255304137,Albert Dupontel
1256320399,Marc Schölermann
1258025002,John Turturro
1258401963,Aaron Harvey
1258692344,Todd Verow
1258834275,Vasiliy Livanov
1258842507,Carol Reed
1261538085,Albert Serra
1261981073,Douglas McGrath
1262164943,Leonid Bykov
1263125017,Miklós Jancsó
1263224393,Robert Wise
1266991008,Don Edmonds
1267285055,Danny Boyle
1267346610,Anne Goursaud
1268800133,Eric Till
1269585770,Jeremy Leven
1270649530,Silvio Soldini
1272298685,Nikolaj Arcel
1275642530,Neal Slavin
1276757285,Wayne Berwick
1277501427,Curt Geda
1277615332,Byron Howard
1279104168,Peter Farrelly
1279465017,Jan de Bont
1280451423,Kirk Jones
1285319639,Ivan Reitman
1286179783,Sergey Vasilev
1286378485,Gary McKendry
1286960962,Neal Israel
1288652022,Guillermo del Toro
1289217449,John Irvin
1290094511,Simon West
1290766780,F. W. Murnau
1291488779,David Charhon
1292390646,Phil Morrison
1293771084,Don Hertzfeldt
1294024565,Stephen Woolley
1294472960,Jonathan Liebesman
1296054049,Robert Greenwald
1297566714,James Ivory
1300910636,Audrey Wells
1301577484,Rob McKittrick
1302037390,Robert Clouse
1303343411,Bibo Bergeron
1304253188,Dan Gilroy
1306015289,Charles Jarrott
1307638829,Allan Moyle
1308493096,Fred C. Newmeyer
1310135394,Ed Harris
1311756656,Lou Ye
1311817819,Cecil B. DeMille
1312663045,Rhys Thomas
1314478655,John Stalberg Jr.
1314910760,Khyentse Norbu
1315563157,Colin Teague
1315963648,Marshall Herskovitz
1316370561,Richard Ayoade
1317853525,Juan Carlos Fresnadillo
1318546242,James Yukich
1318935499,Rob Epstein
1319476483,Koen Mortier
1319572128,Costa-Gavras
1320294448,Jenée LaMarque
1321384676,Meir Zarchi
1321933400,Brett Haley
1322777113,John Fortenberry
1322898251,Tony Vitale
1324359757,Damian Harris
1324928430,Tom DeCerchio
1325583126,Daniel Haller
1327873266,Daniel Vigne
1328013141,John Woo
1329756019,Rose Troche
1330666273,Darrell James Roodt
1331075862,Jake West
1331401366,Michael Dougherty
1331830871,Mikael Salomon
1332955849,Richard Fleischer
1334663755,John De Bello
1336708538,Steven Vidler
1337992183,Simon Barrett
1339345402,Christopher Guest
1339444099,Timo Vuorensola
1341678858,Jun Fukuda
1341988138,Paulo Morelli
1342030547,Richard Tuggle
1344570018,Francis Glebas
1346357517,Peter Fonda
1346789927,Walt Disney
1348730880,Takuya Sato
1350047225,Manuel Sicilia
1351722731,Raoul Peck
1352259666,Carl Reiner
1353742406,Michael Pressman
1353954536,Jonathan Prince
1353986234,Mark Neveldine
1354531706,Barbara Peeters
1355980040,Jonathan Caouette
1357630444,Andrew Jarecki
1357837959,Jerry Jameson
1357953523,Jay Martin
1359329537,Lee Hae-jun
1359539842,Jamie Blanks
1360646721,Phil Vischer
1361081417,James Algar
1364350556,John Curran
1364628579,Guillaume Canet
1364858811,Heitor Dhalia
1365344193,Catherine Breillat
1365448322,Norman René
1365581868,Wally Pfister
1366248715,Kevin Lima
1367390915,Bakhtyar Khudojnazarov
1367797102,D.W. Griffith
1368380844,Charles T. Kanganis
1368787331,Howard Storm
1369302120,Miguel Sapochnik
1369538419,Oliver Stone
1370150146,Adam Marcus
1372704020,Angela Robinson
1373269561,Will Speck
1373868617,George Waggner
1373949136,Patrick Osborne
1374136190,Nancy Meckler
1378784548,Dave Payne
1379738139,Antoine Fuqua
1380108455,Abhinay Deo
1382860902,Christoffer Boe
1385618442,Nicholaus Goossen
1387270838,Jonas Mekas
1390179210,Jérôme Salle
1391193991,John Jeffcoat
1391204673,Dominik Moll
1391913302,Lee Ho-jae
1391928977,Christophe Barratier
1392185548,Castellano
1392553871,Brian Trenchard-Smith
1392701463,Mark Robson
1394083996,Billy Ray
1394833778,Jeff Tomsic
1396643358,Craig McCracken
1396734927,David Robert Mitchell
1399826005,Francesco Rosi
1400410600,William Wiard
1401742357,Adam Larson Broder
1402148100,Shimit Amin
1403656412,Roger Corman
1407478688,Trey Parker
1407967272,Osamu Kasai
1408693946,Stephen Carpenter
1413338870,John Luessenhop
1414655707,Jerry Rees
1416280649,Elijah Drenner
1417579502,Jeff Fisher
1417745047,Nanette Burstein
1422636396,John Frankenheimer
1423174025,Margarethe von Trotta
1425311921,Michael Winner
1425754414,Robert B. Weide
1426845146,Cameron Crowe
1428031090,Mark Joffe
1428739861,Brandon Vietti
1428983543,Atsuko Fukushima
1430088352,Aaron Moorhead
1430183783,Rudolph Maté
1431760911,George Pavlou
1432093527,Daniel Benmayor
1432756648,Bennett Miller
1432856060,Lixin Fan
1433106515,Santosh Sivan
1433945020,Chris McKay
1436191196,Stanley Donen
1436229047,Taylor Sheridan
1436672134,Sidney Lumet
1436685292,Claudio Fragasso
1437017034,Mike Bigelow
1437335446,Malcolm D. Lee
1437493085,David Bowers
1438961728,Stephen Sommers
1441330693,Joshua Michael Stern
1444216254,James Watkins
1444455099,Allan A. Goldstein
1444757751,Eric Red
1445239689,Tad Stones
1445265657,James Ponsoldt
1445351408,Just Jaeckin
1445845158,Jean-Baptiste Andrea
1446344656,Graham Baker
1447653053,Ken Loach
1447982084,Harvey Glazer
1449175056,Gérard Corbiau
1449809892,Alison Maclean
1450783644,Dave Monahan
1452542945,Nikolay Lebedev
1452712490,Mika Hotakainen
1453529584,Michael Tollin
1454107719,Denzel Washington
1454206596,Chris Carter
1455570439,Rob Schneider
1455802863,Dirk Campbell
1456896267,Andrzej Sekula
1457344204,Matthew Broderick
1459362362,David Mickey Evans
1459558998,Emmanuel Carrère
1462338390,Nicholas Meyer
1462419489,Zachary Donohue
1462774048,George Mendeluk
1463081191,Randy Moore
1463569139,Michael Hoffman
1463874735,Mia Hansen-Løve
1464162679,Kirk R. Thatcher
1465771550,Jordan Vogt-Roberts
1465913889,Stephen Chiodo
1466213129,Ruben Fleischer
1467767632,John Patrick Shanley
1468474043,Mario Siciliano
1468924157,Stuart Gordon
1469275171,Greta Gerwig
1469287229,Eli Roth
1469307932,Ryan Polito
1469566283,Steven Hilliard Stern
1469875756,David Byrne
1470230948,Charles Reisner
1478310537,Andrew Stanton
1478829227,George Sluizer
1479358864,Dominique Deruddere
1482641599,Jennifer Baichwal
1486707659,Douglas Aarniokoski
1487776013,Rob Burnett
1488607012,Crispian Mills
1491962262,Hype Williams
1492511833,Jeffrey Bloom
1494234965,Joyce Chopra
1495487179,Jean-Jacques Beineix
1496485991,Diarmuid Lawrence
1496648122,Christian Carion
1497369497,Sharon Maguire
1498488136,Bill L. Norton
1499331544,Alex Garland
1500060086,Jeff Nichols
1500806686,Jon Wright
1503549602,Keith Parmer
1504355391,Geoff Burrowes
1505248242,Hugh Hudson
1506460101,Dean Israelite
1507061925,Jared Hess
1507105899,Jon Watts
1508033654,Andrei Konchalovsky
1508185437,Paddy Wivell
1508420101,Peter George
1508433444,James Mottern
1508641453,Sara Sugarman
1509791477,Matt Vancil
1510019578,Scott Moran
1510216945,Peter Webber
1510930185,Dani Levy
1512492377,Nick Moore
1513388087,William Dear
1516968826,Jeff Ross
1518329545,Theodore Witcher
1518525243,Luis Valdez
1520264443,Srđan Spasojević
1522167562,Mahiro Maeda
1524399770,Tom Kuntz
1524401509,Aleksander Bach
1524561255,Shunji Iwai
1526758659,Mark Tarlov
1526760955,Stefan Fjeldmark
1528794418,Deborah Kaplan
1529185155,Joseph Barbera
1530486114,Jerrold Freedman
1530839040,Tyler Perry
1533544720,John Harrison
1536089283,Bruce D. Clark
1539744730,Deepa Mehta
1540159961,Chuck Russell
1540193426,Grant Heslov
1541070931,Amir Bar-Lev
1542138808,Adam Rodgers
1542486988,Kirill Serebrennikov
1543101574,Caroline Thompson
1543217496,Piers Haggard
1544707936,James Isaac
1544893819,Jim Mickle
1546885664,Laís Bodanzky
1547168428,Rob Dipple
1548147204,Amy Holden Jones
1548430238,Thom Andersen
1550121224,Billy Wilder
1550596933,Adrian Shergold
1552108071,Petter Næss
1552439162,Bob Giraldi
1553225272,Eugene Jarecki
1555989442,Brian Fee
1557502789,Delbert Mann
1558964914,Jack Clayton
1560134601,Peter Lepeniotis
1562042136,Gábor Csupó
1562251114,Harry Beaumont
1564330036,Mikhail Kamenetskiy
1566233751,Nick Gomez
1566827991,Imogen Kimmel
1572587091,Anthony Minghella
1572729374,Richard Donner
1573482895,Rawson Marshall Thurber
1575765968,Michael Vejar
1575886192,Alejandro Jodorowsky
1576331902,José Padilha
1576545923,Kerry Beyer
1579986482,Richard J. Lewis
1581649516,François Ozon
1583140854,Mark Young
1584458702,Fritz Lang
1584555387,Manuel Gómez Pereira
1584836887,Jean Bach
1585578418,Scott Spiegel
1587144388,Liz Plonka
1587629896,José Luis Cuerda
1588091876,Gillian Armstrong
1589814522,Michael Grandage
1593863321,Kyle Patrick Alvarez
1595306629,Igor Kovalyov
1595950467,Shinji Aramaki
1598503939,John Whitesell
1601331756,Lewis Gilbert
1606244816,John R. Leonetti
1606500522,David Burton Morris
1606845964,Randall Lobb
1607022942,Peter Faiman
1607736220,Mike Judge
1608563569,Oxide Pang Chun
1608842958,Irving Rapper
1609483271,Stephen Hopkins
1609702312,Dianne Jackson
1610488398,Jonas Åkerlund
1612563717,Rachel Grady
1613169542,Dennis Hopper
1614681893,Mike Disa
1616382379,Jason Bateman
1617004624,Glenn Ficarra
1617023450,J Blakeson
1617024047,Jerry Zucker
1618233329,Shigeyasu Yamauchi
1618878118,Doug Ellin
1620058907,Irvin Kershner
1620323517,Paul Provenza
1620936400,Bryan Singer
1628381224,Jalmari Helander
1629528615,Josh Stolberg
1630443756,Richard Press
1631692719,George Cukor
1633266504,Leni Riefenstahl
1634346728,Rand Ravich
1634416549,Paul Michael Glaser
1636129982,Thomas Gilou
1636770708,Ding Sheng
1637468358,Ash Brannon
1638030614,Christopher Roberts
1639930652,Elia Kazan
1643584761,Tony Krantz
1644812983,Azazel Jacobs
1645353819,William Brent Bell
1645795051,Thomas Kail
1645953095,Billy Hopkins
1647947222,David Greenwalt
1654021972,Jake Kasdan
1657225175,Albert Band
1658018898,Mark Raso
1659030918,Gerhard Hahn
1659765573,Paul Wilmshurst
1660521317,Guy Green
1660556845,Valerie Faris
1662647027,Susan W. Dryfoos
1663514038,Peter MacDonald
1665488334,Juan Diego Solanas
1666156393,Karen Disher
1666502750,Gil Cates Jr.
1666801401,Jan Kounen
1668212591,Martin Davidson
1670062195,Larry Fessenden
1670278750,David L. Cunningham
1672249580,Bernard Rose
1672525853,Raoul Walsh
1675114767,Ronald F. Maxwell
1676266667,Isabel Coixet
1677483494,John Malkovich
1677657180,Irwin Allen
1678122489,Hideo Nakata
1679390581,Marc Forster
1680289672,Michael Anderson
1680918244,Merzak Allouache
1682647991,Mark Christopher
1684799042,Neill Blomkamp
1686218574,Joseph Zito
1687786148,Brian G. Hutton
1689482379,Brian Mills
1690841927,Joel Silberg
1691236568,Kurt Voss
1691951902,Theo van Gogh
1694373180,Arthur Bradford
1697379255,Gary Ross
1698001808,Hettie Macdonald
1699569319,Steve Barron
1701339691,Matthew Diamond
1701489365,Franklin J. Schaffner
1701935371,Jeff Wadlow
1702012460,Hans Canosa
1702035206,Mick Jackson
1705177593,Gerald Rascionato
1705557356,Hunter Richards
1707177368,Joel Potrykus
1707526117,Michaël R. Roskam
1707638831,Peter Cornwell
1707776859,Étienne Chatiliez
1711276107,Craig Zisk
1712022630,Josef von Sternberg
1712775644,Patrick von Krusenstjerna
1712977048,Phil Lord
1713730830,Jonah Markowitz
1715115070,Nicholas Ray
1715433355,Marcos Siega
1715925826,Kim Kee-duk
1716263014,Max Nichols
1718888998,Alejandro Monteverde
1719657725,John Ford
1721286326,Achero Mañas
1722759603,Lone Scherfig
1725409882,Sean McGinly
1725536289,Allan Sekula
1726873266,Harmony Korine
1727821571,Adam Shankman
1729577140,Stefen Fangmeier
1729701269,Stacy Cochran
1730343547,Mark Jones
1732941202,Tony Mahony
1734800079,Tetsuya Nakashima
1735947904,David Silverman
1736240709,Richard Dutcher
1739609294,Christopher Cain
1740808281,Andreas Johnsen
1740832684,Rob Reiner
1741108649,Trần Anh Hùng
1741129640,Goro Miyazaki
1741355180,Jeffrey Friedman
1741763059,Luis Mandoki
1742006775,Tom McCarthy
1744496262,Ricky Gervais
1744679139,Sam Fell
1745021074,Dante Lam Chiu-Yin
1745791829,Stewart Raffill
1745967885,Lynne Stopkewich
1746813803,Oliver Hirschbiegel
1749174853,Jeremy Saulnier
1749717982,Joseph Vilsmaier
1750499589,Erich Neuberg
1752568651,Ondi Timoner
1753407415,Ken Wiederhorn
1755170396,Teddy Newton
1755410962,Judd Ehrlich
1755726377,Lee Frost
1756231957,Tim Fywell
1758561606,Kieran Mulroney
1760412033,Aaron Seelman
1761009498,Jeb Stuart
1762780168,Tom McGrath
1763130216,Kevin Rodney Sullivan
1764284286,Alan Mehrez
1764936261,Henning Schellerup
1765812328,Perry Andelin Blake
1765896672,Peter Sohn
1765959734,John Francis Daley
1768210777,Fyodor Bondarchuk
1768412975,Tatsuo Sato
1769417973,Jean-François Pouliot
1769848640,Susanna Fogel
1770739107,Daniel Espinosa
1771255450,Bruce W. Smith
1772684396,Nico Mastorakis
1774670115,Christian Alvart
1774899611,Anton Corbijn
1777038908,Debra Granik
1777729796,Armando Iannucci
1778088037,Vanessa Gould
1778236397,Carl Prechezer
1778744401,Norman Tokar
1779140048,Paul Newman
1779672156,Randall Wallace
1779844228,Scott J. Gill
1780932926,Grant Harvey
1781741451,Jim Drake
1782082542,Gustavo Taretto
1782239738,Terence Young
1782871083,Jieho Lee
1784295997,Craig R. Baxley
1784847622,Jack Fisk
1787727103,Lucian Pintilie
1788479937,Chen Chi-Hwa
1788701884,Gérard Pirès
1788984929,Jon Reiss
1793530787,Vincent Gallo
1796357633,Jack Haley Jr.
1796566812,Nanni Moretti
1797082714,Andy Sidaris
1798126953,Tōru Murakawa
1798435252,Brad Turner
1802607788,Mel Stuart
1803119257,Cal Dalton
1803361113,Pavel Lungin
1803527305,Dave Parker
1805206851,Julian Schnabel
1807227893,Gordon Parks
1809437977,Jūzō Itami
1810158135,Stephan Elliott
1811220296,Mamoru Hosoda
1811527853,Jim Sheridan
1812101066,Jay Duplass
1812157360,Ringo Lam Ling-Tung
1813396346,Ole Bornedal
1814202371,Jean-Claude Van Damme
1816129997,Zoya Akhtar
1816665835,Joan Chen
1816756827,Harold Becker
1817838431,Gabriela Cowperthwaite
1817908141,Yoshiaki Kawajiri
1820150892,Daniel Petrie Jr.
1821619244,Benjamin Guedj
1822027866,John Swanbeck
1822968723,Simon Wells
1823540213,James Schamus
1824682685,David Zucker
1825884313,MJ Bassett
1828367753,Ben Wheatley
1830793217,Lake Bell
1832227081,Scott Smith
1834561143,David Allen
1836332266,Fina Torres
1838391090,Mike Hodges
1840200567,Bob Misiorowski
1842848019,Martha Fiennes
1842854202,Brian De Palma
1844220172,Wallace Wolodarsky
1844450419,Atsushi Takahashi
1845658470,Dan Attias
1848981228,Susan Muska
1849551427,Edgar G. Ulmer
1851417202,Toshihiko Masuda
1851457734,Darren Grant
1853524925,Shawn Levy
1854146575,Dale Schott
1854487502,Steve Bendelack
1856115130,Mark Zakharov
1856204660,David Moore
1856866036,James Hill
1856961997,Zalman King
1859427888,Alexandre Aja
1859891027,Saul Blinkoff
1860245778,Greydon Clark
1860254868,Steve Carr
1860280235,Laurent Tirard
1861439123,Moira Armstrong
1861610269,Michael Cimino
1863329013,David Veloz
1863700803,Arlene Sanford
1865105759,Bobs Gannaway
1865447798,Carlo Carlei
1871331796,Bruce Timm
1872457278,Darrell Rooney
1873585716,Richard Franklin
1876086906,Mel Damski
1876139018,Bille Woodruff
1876674474,Tony Kaye
1876799083,Tetsuya Nomura
1877089776,Hendel Butoy
1877116553,Stephen Kessler
1878644237,Philippe de Broca
1878659492,Marcel Camus
1879758259,Gareth Carrivick
1881048655,Kurt Wimmer
1881069498,Brett Whitcomb
1884004494,Taika Waititi
1885446198,Joe Carnahan
1888584600,David Wechter
1888705501,Rob Cohen
1888995311,Patrice Chéreau
1889903657,Masami Hata
1890070142,Gary Goddard
1892394323,Bharat Nalluri
1893673253,Jon Poll
1895425356,Nacho Vigalondo
1896680233,Tim Sullivan
1896978436,René Clément
1897686955,Jennifer Flackett
1898929049,Henri-Georges Clouzot
1899870193,J.J. Abrams
1900289275,Arthur Hiller
1901789226,Dario Piana
1902039027,William Malone
1904912535,Rusty Cundieff
1905105316,Anthony Giordano
1907036180,Justin Weinstein
1910711843,Joseph L. Mankiewicz
1911121228,Tamra Davis
1914319934,Daniel Lee
1915812674,Peter Glanz
1915866049,Michael Zimbalist
1916397650,Martin Rosen
1916542104,Dean Semler
1919174698,Sarah Polley
1919880477,Daniel Pyne
1920202182,Nicholas Hytner
1921507551,Vincent Ward
1922100729,John Duigan
1922187478,Nicholas McCarthy
1923318095,Orlando von Einsiedel
1924116679,Ciro Guerra
1924314804,John Lasseter
1928286307,David Storey
1929324676,James W. Horne
1929655404,Shaun Monson
1929831841,Billy Crystal
1932209880,Burt Kennedy
1933586785,Charles B. Griffith
1934363191,Albert Lewin
1934424205,Simon Wincer
1934822254,Alejandro González Iñárritu
1935830702,Troy Nixey
1937557258,Bob Balaban
1938120749,Henriette Mantel
1939272534,Daniel Minahan
1940030739,Bobby Moresco
1940687531,J.C. Chandor
1941137826,Paco Plaza
1942959960,Craig Brewer
1944171691,Nathaniel Kahn
1944412036,Eiichi Yamamoto
1944820143,Jim Fall
1945193692,Lucien Castaing-Taylor
1945208844,Sean Durkin
1945705367,Clive Barker
1946059692,Mike Binder
1946685569,Douglas Keeve
1947046490,Sally Potter
1947420220,Fritz Kiersch
1948897589,Volker Schlöndorff
1949926395,David Mirkin
1952349105,Gary Halvorson
1952523727,Gabriele Salvatores
1953911546,Neri Parenti
1954035763,Wallace Worsley
1955034935,Jack Conway
1955126205,C.B. Harding
1957201262,Enzo Barboni
1959063872,Craig Shapiro
1959161680,Paris Barclay
1961187682,Stephen Norrington
1961553190,Francine McDougall
1962636708,Steve Box
1964172793,Gregory Wilson
1964706874,Don Kempf
1967656590,Tom Green
1967985292,Christian Duguay
1970460227,Austin Stark
1970637490,Mark Illsley
1971629990,Casper Kelly
1972666051,Warren Beatty
1975290200,Joe Fab
1975710001,John Musker
1976646013,Dan Ollman
1976941369,Peter Hyams
1977643544,Hong Khaou
1979952548,Ernest R. Dickerson
1980119531,Lee Hirsch
1980446117,Mark Rydell
1982312612,Bruce Beresford
1984423734,Jordan Rubin
1984695026,Jack Hill
1984980436,Brian Klugman
1985232891,Michael Lessac
1985340528,Tony Silver
1985723020,Gurinder Chadha
1986431469,Walter Murch
1987446883,Fruit Chan
1988521144,James Huth
1988685510,Stanisław Bareja
1989066209,John Hughes
1989590237,John Maybury
1989882936,Ray Kellogg
1990099857,Jonathan Wacks
1990349241,Martin Weisz
1991870071,Wang Bing
1992124867,Måns Mårlind
1992193023,Jonathan Sobol
1992909470,David Lean
1994458743,Bill Melendez
1996614090,Lauren Montgomery
2001123924,Seth MacFarlane
2002366159,Bill Condon
2002610569,Benh Zeitlin
2005134159,Tarik Saleh
2005468357,Tom Gormican
2006325927,Jim McBride
2006986198,Lana Wachowski
2008343578,John A. Davis
2009638930,Gene Saks
2009788275,Hank Rogerson
2010014662,Marcos Carnevale
2011034481,Ana Lily Amirpour
2012482132,Peter Joseph
2014479689,Mike Newell
2016377061,Rafal Zielinski
2016410018,John Putch
2017127259,Annika Iltis
2017146946,Raja Gosnell
2019004042,Philip Ridley
2020436755,Michael McCullers
2022146418,Jim Jarmusch
2022778818,Chris Nelson
2023631144,Joe Lynch
2024152541,Richard Kwietniowski
2027440101,Thomas Carter
2028485450,Henry Hobson
2030288987,Claude Pinoteau
2030865156,Ralph Eggleston
2030967704,David Barrett
2031578726,Roger Spottiswoode
2032560672,Steve Shill
2032917883,Derek Jarman
2032952107,Katherine Dieckmann
2033480010,Phil Traill
2036499770,Adam Green
2037303826,Mark Helfrich
2038318803,Peyton Reed
2038866507,Hans Weingartner
2041255299,Damien Chazelle
2042059441,Joseph Kosinski
2045040932,Joe Roth
2046286565,Richard Kelly
2046491265,Tomm Moore
2046530679,Neil Marshall
2047599032,John August
2048007233,Jason Bloom
2048769993,Christine Jeffs
2048773030,Agnieszka Holland
2049736708,Robert Shallcross
2050383600,Pratibha Parmar
2051919045,Alfred J. Goulding
2052150426,Max Adams
2052768783,Igor Maslennikov
2053497838,Michael Schultz
2053668741,Frank Perry
2055278754,John Nicolella
2056007141,Rodman Flender
2056986862,Gillies MacKinnon
2057604403,Colm McCarthy
2059535914,Joe Chappelle
2060251026,Johan Grimonprez
2061376258,Spencer Susser
2061863937,John Paragon
2062342599,Michael Polish
2062771153,Mark Herman
2062920646,Ralph Zondag
2063377471,Richard Curtis
2067730279,Danny Steinmann
2069109573,Dominic Sena
2070183176,Albert Magnoli
2070676111,Scott Sanders
2071808815,Roger Allers
2072682469,Luigi Cozzi
2072964348,Wim Wenders
2074505899,John Hough
2074774700,Ang Lee
2075734679,Milton Katselas
2076307201,David Cronenberg
2077433284,Andy Goddard
2078066846,Scot Armstrong
2078191715,Tinto Brass
2080084404,Tanya Wexler
2080154268,Jorma Taccone
2080239295,Jack Baran
2083547415,Donna Deitch
2083785243,Lynn Hershman-Leeson
2085341728,Leslie H. Martinson
2086105501,Jennifer Lynch
2086471097,Bill Eagles
2087976772,Rob Letterman
2088589736,Howard Franklin
2092149428,Dick Lowry
2092839646,Danny Leiner
2093308824,Robert Kenner
2093859755,Tarsem Singh
2093906168,Morgan O'Neill
2094306322,Paul Johansson
2095062796,Edward Yang
2095961888,William A. Seiter
2096882241,Eran Kolirin
2098929843,Christina Andreef
2099176403,Audu Paden
2100755505,James Moran
2105242881,Steven S. DeKnight
2105557459,Alex Gibney
2109095209,Todd Graff
2109538778,Ronny Yu
2110307733,Alex Brewer
2110853456,Stefan Ruzowitzky
2111642012,Hal Needham
2114234999,Frank LaLoggia
2114597329,Ken Shapiro
2117484426,Mark Hamill
2118923692,Brian Helgeland
2119514919,Russell Mulcahy
2119657707,Pascal Chaumeil
2119978872,Sophie Fiennes
2123209945,Dito Montiel
2123509531,Hideaki Anno
2124642949,Frank Paur
2125879766,Michael Dinner
2125927868,Edward Norton
2126296771,Scott Glosserman
2127717576,Fernando Meirelles
2128332106,John Boorman
2129074689,John Cameron Mitchell
2129076293,Dean DeBlois
2129705770,Jackie Chan
2130584501,Brian Dannelly
2131212336,Christian Charles
2131778019,Taylor Hackford
2135215006,Terence Nance
2136460599,Donatella Maiorca
2136801648,John Gulager
2137631440,Bess Kargman
2139693710,Robert Schwentke
2141299628,Steven Okazaki
2145938037,Wu Tianming
2147565706,Andrzej Bartkowiak
2148154592,François Dupeyron
2148768416,Jorge Blanco
2148883817,Takeshi Kitano
2149173396,Drew Goddard
2149377617,Thomas Bangalter
2150410876,Scott Culver
2151064887,John Moffitt
2151991072,Kevin Jordan
2152240226,J. Lee Thompson
2152357146,Davyd Cherkaskyi
2159487467,Jonathan R. Betuel
2161028019,Lesli Linka Glatter
2161578476,Matthijs van Heijningen Jr.
2163092220,René Goscinny
2163870102,Andrew Currie
2163972661,Kelly Makin
2165508546,Kang Je-kyu
2167495033,Christopher Hampton
2168080782,Joel Gallen
2169325605,Jeff Pollack
2171176769,Rowan Woods
2171730787,Frederik Du Chau
2172620674,Emilis Vėlyvis
2173440065,Yury Bykov
2174474036,Gerard Johnstone
2178232894,Hans-Christian Schmid
2179268917,Darren Lynn Bousman
2179644832,Steve Trenbirth
2180595327,Hany Abu-Assad
2181934505,Joseph Kahn
2182377068,Douglas Mackinnon
2183105517,Gordon Hessler
2186164711,Joel Edgerton
2186346061,Sunu Gonera
2186803743,Carolina Jabor
2187877569,Melville Shavelson
2188866016,Tamara Jenkins
2189144348,Don Mancini
2189389651,Julius Avery
2192660873,Ezra Edelman
2194026274,Peter Chan Ho-Sun
2194594878,Mina Shum
2195773042,Andrew V. McLaglen
2198600793,Alfred Hitchcock
2198874121,Stuart Hazeldine
2199116980,Oliver Thompson
2200311469,Ladislao Vajda
2200767855,Robert Clampett
2201122064,Jennifer Kent
2201931941,Pavel Chukhray
2203230341,Richard Rush
2205179397,Peter Hewitt
2205808083,Desmond Davis
2206148328,D. A. Pennebaker
2206747420,Daniel Alfredson
2208432859,Kyle Newman
2210603607,Ramaa Mosley
2211729267,Glen Morgan
2212244447,Dominique Othenin-Girard
2213820868,Brian Percival
2215401841,William Eubank
2216211161,Lyndall Hobbs
2216743047,"Arthur Rankin, Jr."
2217095001,Lorene Scafaria
2217838997,Len Wiseman
2218050318,Michael Moore
2220466182,Masanori Hata
2221004960,Ricky Tognazzi
